genomic_position,proportional_coverage,percent_gene_expression,method,sample,gene
171248175,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171248176,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171248177,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171248178,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171248179,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171248180,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171248181,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171248182,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171248183,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171248184,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171248185,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171248186,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171248187,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171248188,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171248189,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325029,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325030,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325031,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325032,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325033,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325034,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325035,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325036,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325037,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325038,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325039,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325040,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325041,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325042,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325043,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325044,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325045,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325046,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325047,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325048,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325049,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325050,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325051,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325052,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325053,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325054,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325055,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325056,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325057,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325058,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171325059,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171341123,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171341124,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171341125,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171341126,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171341127,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171341128,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171341129,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171341130,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171341131,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171341132,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171341133,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171341134,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171341135,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349441,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349442,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349443,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349444,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349445,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349446,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349447,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349448,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349449,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349450,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349451,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349452,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349453,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349454,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349455,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349456,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349457,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349458,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349459,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349460,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349461,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349462,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349463,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349464,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349465,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349466,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349467,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349468,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349469,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171349470,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353925,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353926,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353927,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353928,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353929,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353930,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353931,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353932,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353933,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353934,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353935,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353936,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353937,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353938,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353939,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353940,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353941,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353942,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353943,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353944,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353945,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353946,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353947,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353948,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353949,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171353950,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364825,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364826,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364827,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364828,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364829,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364830,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364831,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364832,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364833,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364834,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364835,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364836,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364837,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364838,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364839,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364840,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364841,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364842,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364843,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364844,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364845,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364846,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364847,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364848,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171364849,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375007,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375008,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375009,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375010,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375011,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375012,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375013,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375014,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375015,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375016,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375017,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375018,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375019,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375020,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375021,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375022,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375023,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375024,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375025,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375026,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375027,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375028,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375029,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375030,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375031,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375032,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375033,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375034,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375035,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375036,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375037,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375038,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375039,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375040,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375041,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375042,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375043,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375044,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375045,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375046,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375047,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375048,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375049,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375050,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375051,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375052,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375053,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375054,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375055,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375056,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375057,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375058,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171375059,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171387049,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387050,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387051,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387052,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387053,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387054,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387055,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387056,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387057,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387058,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387059,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387060,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387061,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387062,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387063,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387064,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387065,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387066,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387067,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387068,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387069,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387070,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387071,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387072,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387073,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387074,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387075,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387076,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387077,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387078,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387079,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387080,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387081,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387082,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387083,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387084,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387085,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387086,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387087,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387088,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387089,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387090,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387091,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387092,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387093,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387094,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387095,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387096,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387097,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387098,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387099,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387100,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387101,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387102,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387103,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387104,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387105,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387106,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387107,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387108,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387109,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387110,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387111,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387112,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387113,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387114,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387115,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387116,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387117,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387118,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387119,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387120,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387121,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387122,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387123,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387124,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387125,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387126,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387127,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387128,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387129,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387130,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387131,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387132,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387133,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387134,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387135,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387136,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387137,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387138,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387139,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387140,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387141,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387142,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387143,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171387144,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387145,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387146,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387147,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387148,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387149,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387150,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387151,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387152,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387153,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387154,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387155,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387156,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387157,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387158,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387159,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387160,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387161,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387162,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387163,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387164,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387165,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387166,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387167,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387168,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387169,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387170,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387171,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387172,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387173,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387174,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387175,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171387176,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
